time;accX;accY;accZ;gyroX;gyroY;gyroZ;alt;lat;lon
28.283100;-1.728519;-0.256609;-10.267071;0.012174;0.039110;0.003044;429.328286;0.000000;0.000000
28.303100;-1.714376;-0.258890;-10.287148;0.009537;0.041342;0.000609;429.252857;0.000000;0.000000
28.323100;-1.700233;-0.261171;-10.307224;0.006899;0.043574;-0.001826;429.177429;0.000000;0.000000
28.343100;-1.686090;-0.263452;-10.327300;0.004261;0.045806;-0.004261;429.102000;0.000000;0.000000
28.363100;-1.688827;-0.288543;-10.333700;0.006899;0.043574;-0.002029;429.124667;0.000000;0.000000
28.383100;-1.691564;-0.313633;-10.340100;0.009537;0.041342;0.000203;429.147333;0.000000;0.000000
28.403100;-1.694301;-0.338724;-10.346500;0.012174;0.039110;0.002435;429.170000;0.000000;0.000000
28.423100;-1.697039;-0.363815;-10.352900;0.014812;0.036878;0.004667;429.192667;0.000000;0.000000
28.443100;-1.699776;-0.388905;-10.359300;0.017450;0.034646;0.006899;429.215333;0.000000;0.000000
28.463100;-1.732964;-0.394494;-10.359871;0.018870;0.035306;0.005935;429.222143;0.000000;0.000000
28.483100;-1.776303;-0.393581;-10.358500;0.019885;0.036929;0.003906;429.223667;0.000000;0.000000
28.503100;-1.819642;-0.392669;-10.357129;0.020899;0.038552;0.001877;429.225190;0.000000;0.000000
28.523100;-1.862981;-0.391757;-10.355757;0.021914;0.040176;-0.000152;429.226714;0.000000;0.000000
28.543100;-1.906320;-0.390844;-10.354386;0.022929;0.041799;-0.002181;429.228238;0.000000;0.000000
28.563100;-1.914304;-0.376702;-10.349595;0.024146;0.042408;-0.003196;429.116524;0.000000;0.000000
28.583100;-1.886933;-0.349331;-10.341386;0.025566;0.042002;-0.003196;428.891571;0.000000;0.000000
28.603100;-1.859561;-0.321959;-10.333176;0.026987;0.041596;-0.003196;428.666619;0.000000;0.000000
28.623100;-1.832190;-0.294587;-10.324967;0.028407;0.041190;-0.003196;428.441667;0.000000;0.000000
28.643100;-1.804819;-0.267216;-10.316757;0.029827;0.040784;-0.003196;428.216714;0.000000;0.000000
28.663100;-1.779044;-0.245547;-10.311281;0.031045;0.041241;-0.003247;428.063476;0.000000;0.000000
28.683100;-1.758059;-0.240985;-10.314005;0.031654;0.044285;-0.003449;428.125381;0.000000;0.000000
28.703100;-1.737074;-0.236423;-10.316729;0.032262;0.047328;-0.003652;428.187286;0.000000;0.000000
28.723100;-1.716090;-0.231861;-10.319452;0.032871;0.050372;-0.003855;428.249190;0.000000;0.000000
28.743100;-1.695105;-0.227299;-10.322176;0.033480;0.053415;-0.004058;428.311095;0.000000;0.000000
28.763100;-1.674120;-0.222737;-10.324900;0.034089;0.056459;-0.004261;428.373000;0.000000;0.000000
28.783100;-1.689173;-0.237791;-10.323071;0.032871;0.053415;-0.003652;428.423857;0.000000;0.000000
28.803100;-1.704227;-0.252846;-10.321243;0.031654;0.050372;-0.003044;428.474714;0.000000;0.000000
28.823100;-1.719280;-0.267900;-10.319414;0.030436;0.047328;-0.002435;428.525571;0.000000;0.000000
28.843100;-1.734333;-0.282954;-10.317586;0.029219;0.044285;-0.001826;428.576429;0.000000;0.000000
28.863100;-1.749387;-0.298008;-10.315757;0.028001;0.041241;-0.001217;428.627286;0.000000;0.000000
28.883100;-1.752466;-0.302799;-10.319757;0.034088;0.041697;-0.002739;428.577714;0.000000;0.000000
28.903100;-1.751553;-0.304167;-10.325700;0.042611;0.043321;-0.004971;428.494667;0.000000;0.000000
28.923100;-1.750641;-0.305536;-10.331643;0.051133;0.044944;-0.007203;428.411619;0.000000;0.000000
28.943100;-1.749729;-0.306905;-10.337586;0.059655;0.046567;-0.009435;428.328571;0.000000;0.000000
28.963100;-1.748816;-0.308274;-10.343529;0.068177;0.048191;-0.011667;428.245524;0.000000;0.000000
28.983100;-1.747220;-0.305765;-10.337833;0.067873;0.048596;-0.011769;428.267429;0.000000;0.000000
29.003100;-1.744940;-0.299378;-10.320500;0.058742;0.047785;-0.009740;428.394286;0.000000;0.000000
29.023100;-1.742660;-0.292991;-10.303167;0.049611;0.046973;-0.007710;428.521143;0.000000;0.000000
29.043100;-1.740380;-0.286604;-10.285833;0.040480;0.046161;-0.005681;428.648000;0.000000;0.000000
29.063100;-1.738100;-0.280217;-10.268500;0.031349;0.045350;-0.003652;428.774857;0.000000;0.000000
29.083100;-1.740153;-0.276567;-10.265195;0.024653;0.043676;-0.002029;428.835381;0.000000;0.000000
29.103100;-1.755207;-0.281129;-10.303976;0.025262;0.039415;-0.001623;428.696905;0.000000;0.000000
29.123100;-1.770260;-0.285691;-10.342757;0.025871;0.035154;-0.001217;428.558429;0.000000;0.000000
29.143100;-1.785313;-0.290253;-10.381538;0.026479;0.030893;-0.000812;428.419952;0.000000;0.000000
29.163100;-1.800367;-0.294815;-10.420319;0.027088;0.026632;-0.000406;428.281476;0.000000;0.000000
29.183100;-1.815420;-0.299377;-10.459100;0.027697;0.022371;-0.000000;428.143000;0.000000;0.000000
29.203100;-1.803104;-0.293903;-10.463195;0.027494;0.026023;-0.001015;428.051952;0.000000;0.000000
29.223100;-1.790788;-0.288428;-10.467290;0.027291;0.029675;-0.002029;427.960905;0.000000;0.000000
29.243100;-1.778471;-0.282954;-10.471386;0.027088;0.033328;-0.003044;427.869857;0.000000;0.000000
29.263100;-1.766155;-0.277480;-10.475481;0.026885;0.036980;-0.004058;427.778810;0.000000;0.000000
29.283100;-1.753839;-0.272006;-10.479576;0.026682;0.040632;-0.005073;427.687762;0.000000;0.000000
29.303100;-1.748364;-0.287402;-10.429957;0.021762;0.035002;-0.004718;427.819000;0.000000;0.000000
29.323100;-1.745170;-0.309756;-10.362433;0.015269;0.026277;-0.003906;428.024333;0.000000;0.000000
29.343100;-1.741976;-0.332109;-10.294910;0.008776;0.017551;-0.003094;428.229667;0.000000;0.000000
29.363100;-1.738781;-0.354463;-10.227386;0.002283;0.008826;-0.002283;428.435000;0.000000;0.000000
29.383100;-1.735587;-0.376816;-10.159862;-0.004210;0.000101;-0.001471;428.640333;0.000000;0.000000
29.403100;-1.738096;-0.374535;-10.130662;-0.003500;0.002029;-0.001370;428.756810;0.000000;0.000000
29.423100;-1.746307;-0.347620;-10.139786;0.004413;0.014609;-0.001978;428.784429;0.000000;0.000000
29.443100;-1.754519;-0.320704;-10.148910;0.012327;0.027190;-0.002587;428.812048;0.000000;0.000000
29.463100;-1.762730;-0.293789;-10.158033;0.020240;0.039770;-0.003196;428.839667;0.000000;0.000000
29.483100;-1.770941;-0.266874;-10.167157;0.028153;0.052350;-0.003805;428.867286;0.000000;0.000000
29.503100;-1.776302;-0.247257;-10.177767;0.034038;0.060872;-0.004160;428.863952;0.000000;0.000000
29.523100;-1.773110;-0.249538;-10.192833;0.033835;0.057220;-0.003754;428.767762;0.000000;0.000000
29.543100;-1.769917;-0.251819;-10.207900;0.033632;0.053568;-0.003348;428.671571;0.000000;0.000000
29.563100;-1.766725;-0.254100;-10.222967;0.033429;0.049915;-0.002942;428.575381;0.000000;0.000000
29.583100;-1.763532;-0.256381;-10.238033;0.033226;0.046263;-0.002536;428.479190;0.000000;0.000000
29.603100;-1.760340;-0.258662;-10.253100;0.033023;0.042611;-0.002131;428.383000;0.000000;0.000000
29.623100;-1.764902;-0.258662;-10.253557;0.033023;0.042408;-0.002131;428.394619;0.000000;0.000000
29.643100;-1.769464;-0.258662;-10.254014;0.033023;0.042205;-0.002131;428.406238;0.000000;0.000000
29.663100;-1.774026;-0.258662;-10.254471;0.033023;0.042002;-0.002131;428.417857;0.000000;0.000000
29.683100;-1.778588;-0.258662;-10.254929;0.033023;0.041799;-0.002131;428.429476;0.000000;0.000000
29.703100;-1.783150;-0.258662;-10.255386;0.033023;0.041596;-0.002131;428.441095;0.000000;0.000000
29.723100;-1.783947;-0.260373;-10.258229;0.033175;0.041545;-0.002131;428.423286;0.000000;0.000000
29.743100;-1.783490;-0.262654;-10.261867;0.033378;0.041545;-0.002131;428.395667;0.000000;0.000000
29.763100;-1.783033;-0.264935;-10.265505;0.033581;0.041545;-0.002131;428.368048;0.000000;0.000000
29.783100;-1.782576;-0.267216;-10.269143;0.033784;0.041545;-0.002131;428.340429;0.000000;0.000000
29.803100;-1.782119;-0.269497;-10.272781;0.033987;0.041545;-0.002131;428.312810;0.000000;0.000000
29.823100;-1.780978;-0.272006;-10.276886;0.033987;0.041647;-0.002131;428.396905;0.000000;0.000000
29.843100;-1.779153;-0.274743;-10.281457;0.033784;0.041850;-0.002131;428.592714;0.000000;0.000000
29.863100;-1.777328;-0.277480;-10.286029;0.033581;0.042053;-0.002131;428.788524;0.000000;0.000000
29.883100;-1.775503;-0.280217;-10.290600;0.033378;0.042256;-0.002131;428.984333;0.000000;0.000000
29.903100;-1.773679;-0.282954;-10.295171;0.033175;0.042458;-0.002131;429.180143;0.000000;0.000000
29.923100;-1.772994;-0.284893;-10.297800;0.033074;0.042611;-0.002131;429.329238;0.000000;0.000000
29.943100;-1.775731;-0.284437;-10.294600;0.033277;0.042611;-0.002131;429.338190;0.000000;0.000000
29.963100;-1.778469;-0.283981;-10.291400;0.033480;0.042611;-0.002131;429.347143;0.000000;0.000000
29.983100;-1.781206;-0.283524;-10.288200;0.033683;0.042611;-0.002131;429.356095;0.000000;0.000000
30.003100;-1.783943;-0.283068;-10.285000;0.033886;0.042611;-0.002131;429.365048;0.000000;0.000000
30.023100;-1.786680;-0.282612;-10.281800;0.034089;0.042611;-0.002131;429.374000;0.000000;0.000000
30.043100;-1.788962;-0.279875;-10.279514;0.034291;0.042813;-0.002131;429.046952;0.000000;0.000000
30.063100;-1.791244;-0.277138;-10.277229;0.034494;0.043016;-0.002131;428.719905;0.000000;0.000000
30.083100;-1.793526;-0.274401;-10.274943;0.034697;0.043219;-0.002131;428.392857;0.000000;0.000000
30.103100;-1.795808;-0.271663;-10.272657;0.034900;0.043422;-0.002131;428.065810;0.000000;0.000000
30.123100;-1.798090;-0.268926;-10.270371;0.035103;0.043625;-0.002131;427.738762;0.000000;0.000000
30.143100;-1.795923;-0.271663;-10.270143;0.035002;0.043524;-0.002131;427.821143;0.000000;0.000000
30.163100;-1.792273;-0.276225;-10.270600;0.034799;0.043321;-0.002131;428.040000;0.000000;0.000000
30.183100;-1.788624;-0.280787;-10.271057;0.034596;0.043118;-0.002131;428.258857;0.000000;0.000000
30.203100;-1.784974;-0.285349;-10.271514;0.034393;0.042915;-0.002131;428.477714;0.000000;0.000000
30.223100;-1.781325;-0.289911;-10.271971;0.034190;0.042712;-0.002131;428.696571;0.000000;0.000000
30.243100;-1.778815;-0.288314;-10.273800;0.034089;0.042611;-0.002131;428.744571;0.000000;0.000000
30.263100;-1.777446;-0.280559;-10.277000;0.034089;0.042611;-0.002131;428.621714;0.000000;0.000000
30.283100;-1.776076;-0.272804;-10.280200;0.034089;0.042611;-0.002131;428.498857;0.000000;0.000000
30.303100;-1.774707;-0.265049;-10.283400;0.034089;0.042611;-0.002131;428.376000;0.000000;0.000000
30.323100;-1.773337;-0.257293;-10.286600;0.034089;0.042611;-0.002131;428.253143;0.000000;0.000000
30.343100;-1.773450;-0.251477;-10.289114;0.034089;0.042611;-0.002131;428.171476;0.000000;0.000000
30.363100;-1.778012;-0.251477;-10.289571;0.034089;0.042611;-0.002131;428.213381;0.000000;0.000000
30.383100;-1.782574;-0.251477;-10.290029;0.034089;0.042611;-0.002131;428.255286;0.000000;0.000000
30.403100;-1.787136;-0.251477;-10.290486;0.034089;0.042611;-0.002131;428.297190;0.000000;0.000000
30.423100;-1.791698;-0.251477;-10.290943;0.034089;0.042611;-0.002131;428.339095;0.000000;0.000000
30.443100;-1.796260;-0.251477;-10.291400;0.034089;0.042611;-0.002131;428.381000;0.000000;0.000000
30.463100;-1.793068;-0.256951;-10.291400;0.034089;0.042813;-0.002131;448.343476;9.155505;2.217924
30.483100;-1.789875;-0.262426;-10.291400;0.034089;0.043016;-0.002131;468.305952;18.311010;4.435848
30.503100;-1.786683;-0.267900;-10.291400;0.034089;0.043219;-0.002131;488.268429;27.466514;6.653771
30.523100;-1.783490;-0.273374;-10.291400;0.034089;0.043422;-0.002131;508.230905;36.622019;8.871695
30.543100;-1.780298;-0.278848;-10.291400;0.034089;0.043625;-0.002131;528.193381;45.777524;11.089619
30.563100;-1.779841;-0.281243;-10.284900;0.033936;0.043524;-0.002131;533.184000;48.066400;11.644100
30.583100;-1.780297;-0.282612;-10.276233;0.033733;0.043321;-0.002131;533.184000;48.066400;11.644100
30.603100;-1.780752;-0.283981;-10.267567;0.033530;0.043118;-0.002131;533.184000;48.066400;11.644100
30.623100;-1.781207;-0.285349;-10.258900;0.033328;0.042915;-0.002131;533.184000;48.066400;11.644100
30.643100;-1.781662;-0.286718;-10.250233;0.033125;0.042712;-0.002131;533.184000;48.066400;11.644100
30.663100;-1.781890;-0.285805;-10.250233;0.033023;0.042509;-0.002029;533.184000;48.066400;11.644100
30.683100;-1.781890;-0.282612;-10.258900;0.033023;0.042306;-0.001826;533.184000;48.066400;11.644100
30.703100;-1.781890;-0.279419;-10.267567;0.033023;0.042103;-0.001623;533.184000;48.066400;11.644100
30.723100;-1.781890;-0.276225;-10.276233;0.033023;0.041900;-0.001420;533.184000;48.066400;11.644100
30.743100;-1.781890;-0.273032;-10.284900;0.033023;0.041697;-0.001217;533.184000;48.066400;11.644100
30.763100;-1.781548;-0.270751;-10.290486;0.033023;0.041596;-0.001116;533.184000;48.066400;11.644100
30.783100;-1.780180;-0.271207;-10.286829;0.033023;0.041799;-0.001319;533.184000;48.066400;11.644100
30.803100;-1.778813;-0.271663;-10.283171;0.033023;0.042002;-0.001522;533.184000;48.066400;11.644100
30.823100;-1.777445;-0.272120;-10.279514;0.033023;0.042205;-0.001725;533.184000;48.066400;11.644100
30.843100;-1.776078;-0.272576;-10.275857;0.033023;0.042408;-0.001928;533.184000;48.066400;11.644100
30.863100;-1.774710;-0.273032;-10.272200;0.033023;0.042611;-0.002131;533.184000;48.066400;11.644100
30.883100;-1.775165;-0.273032;-10.272200;0.033226;0.042813;-0.001928;533.184000;48.066400;11.644100
30.903100;-1.775620;-0.273032;-10.272200;0.033429;0.043016;-0.001725;533.184000;48.066400;11.644100
30.923100;-1.776076;-0.273032;-10.272200;0.033632;0.043219;-0.001522;533.184000;48.066400;11.644100
30.943100;-1.776531;-0.273032;-10.272200;0.033835;0.043422;-0.001319;533.184000;48.066400;11.644100
30.963100;-1.776986;-0.273032;-10.272200;0.034038;0.043625;-0.001116;533.184000;48.066400;11.644100
30.983100;-1.777100;-0.273716;-10.273229;0.034089;0.043524;-0.001370;533.184000;48.066400;11.644100
31.003100;-1.777100;-0.274629;-10.274600;0.034089;0.043321;-0.001775;533.184000;48.066400;11.644100
31.023100;-1.777100;-0.275541;-10.275971;0.034089;0.043118;-0.002181;533.184000;48.066400;11.644100
31.043100;-1.777100;-0.276453;-10.277343;0.034089;0.042915;-0.002587;533.184000;48.066400;11.644100
31.063100;-1.777100;-0.277366;-10.278714;0.034089;0.042712;-0.002993;533.184000;48.066400;11.644100
31.083100;-1.777329;-0.277366;-10.278714;0.034089;0.042712;-0.003196;533.184000;48.066400;11.644100
31.103100;-1.777786;-0.276453;-10.277343;0.034089;0.042915;-0.003196;533.184000;48.066400;11.644100
31.123100;-1.778243;-0.275541;-10.275971;0.034089;0.043118;-0.003196;533.184000;48.066400;11.644100
31.143100;-1.778700;-0.274629;-10.274600;0.034089;0.043321;-0.003196;533.184000;48.066400;11.644100
31.163100;-1.779157;-0.273716;-10.273229;0.034089;0.043524;-0.003196;533.184000;48.066400;11.644100
31.183100;-1.779728;-0.273032;-10.272200;0.034089;0.043625;-0.003094;533.184000;48.066400;11.644100
31.203100;-1.780640;-0.273032;-10.272200;0.034089;0.043422;-0.002689;533.184000;48.066400;11.644100
31.223100;-1.781553;-0.273032;-10.272200;0.034089;0.043219;-0.002283;533.184000;48.066400;11.644100
31.243100;-1.782465;-0.273032;-10.272200;0.034089;0.043016;-0.001877;533.184000;48.066400;11.644100
31.263100;-1.783378;-0.273032;-10.272200;0.034089;0.042813;-0.001471;533.184000;48.066400;11.644100
31.283100;-1.784290;-0.273032;-10.272200;0.034089;0.042611;-0.001065;533.184000;48.066400;11.644100
31.303100;-1.783378;-0.275313;-10.269019;0.034089;0.042611;-0.001471;533.184000;48.066400;11.644100
31.323100;-1.782465;-0.277594;-10.265838;0.034089;0.042611;-0.001877;533.184000;48.066400;11.644100
31.343100;-1.781553;-0.279875;-10.262657;0.034089;0.042611;-0.002283;533.184000;48.066400;11.644100
31.363100;-1.780640;-0.282156;-10.259476;0.034089;0.042611;-0.002689;533.184000;48.066400;11.644100
31.383100;-1.779728;-0.284437;-10.256295;0.034089;0.042611;-0.003094;533.184000;48.066400;11.644100
31.403100;-2.026529;-0.359595;-10.354371;0.040480;0.086286;0.026023;536.763857;48.066429;11.644100
31.423100;-2.355900;-0.459045;-10.486200;0.049002;0.144521;0.064981;541.537000;48.066467;11.644100
31.443100;-2.685271;-0.558496;-10.618029;0.057524;0.202755;0.103939;546.310143;48.066505;11.644100
31.463100;-3.014643;-0.657946;-10.749857;0.066046;0.260989;0.142898;551.083286;48.066543;11.644100
31.483100;-3.344014;-0.757397;-10.881686;0.074569;0.319224;0.181856;555.856429;48.066581;11.644100
31.503100;-3.366824;-0.772679;-11.041810;0.066757;0.313339;0.183175;558.243000;48.066600;11.644100
31.523100;-3.083071;-0.703794;-11.230229;0.042611;0.243336;0.146854;558.243000;48.066600;11.644100
31.543100;-2.799319;-0.634909;-11.418648;0.018465;0.173333;0.110534;558.243000;48.066600;11.644100
31.563100;-2.515567;-0.566023;-11.607067;-0.005681;0.103330;0.074213;558.243000;48.066600;11.644100
31.583100;-2.231814;-0.497138;-11.795486;-0.029827;0.033327;0.037893;558.243000;48.066600;11.644100
31.603100;-2.007025;-0.437947;-11.875667;-0.044335;-0.017552;0.009993;558.243000;48.066600;11.644100
31.623100;-1.959124;-0.407838;-11.631133;-0.029929;-0.011058;0.007355;558.243000;48.066600;11.644100
31.643100;-1.911223;-0.377729;-11.386600;-0.015522;-0.004565;0.004718;558.243000;48.066600;11.644100
31.663100;-1.863322;-0.347620;-11.142067;-0.001116;0.001928;0.002080;558.243000;48.066600;11.644100
31.683100;-1.815421;-0.317511;-10.897533;0.013290;0.008421;-0.000558;558.243000;48.066600;11.644100
31.703100;-1.767520;-0.287402;-10.653000;0.027697;0.014914;-0.003196;558.243000;48.066600;11.644100
31.723100;-1.795806;-0.301088;-10.595533;0.029117;0.032567;-0.000152;558.243000;48.066600;11.644100
31.743100;-1.824091;-0.314774;-10.538067;0.030538;0.050220;0.002891;558.243000;48.066600;11.644100
31.763100;-1.852377;-0.328460;-10.480600;0.031958;0.067873;0.005935;558.243000;48.066600;11.644100
31.783100;-1.880663;-0.342146;-10.423133;0.033378;0.085526;0.008979;558.243000;48.066600;11.644100
31.803100;-1.908949;-0.355832;-10.365667;0.034799;0.103179;0.012022;558.243000;48.066600;11.644100
31.823100;-1.858197;-0.341461;-10.344800;0.035306;0.109570;0.008066;558.243000;48.066600;11.644100
31.843100;-1.781100;-0.317739;-10.336133;0.035509;0.112208;0.001775;558.243000;48.066600;11.644100
31.863100;-1.704003;-0.294017;-10.327467;0.035712;0.114846;-0.004515;558.243000;48.066600;11.644100
31.883100;-1.626906;-0.270295;-10.318800;0.035915;0.117483;-0.010805;558.243000;48.066600;11.644100
31.903100;-1.549809;-0.246573;-10.310133;0.036118;0.120121;-0.017095;558.243000;48.066600;11.644100
31.923100;-1.529508;-0.235624;-10.305571;0.036625;0.113121;-0.020544;558.243000;48.066600;11.644100
31.943100;-1.566003;-0.237449;-10.305114;0.037436;0.096482;-0.021153;558.243000;48.066600;11.644100
31.963100;-1.602498;-0.239274;-10.304657;0.038248;0.079844;-0.021762;558.243000;48.066600;11.644100
31.983100;-1.638993;-0.241099;-10.304200;0.039060;0.063206;-0.022371;558.243000;48.066600;11.644100
32.003100;-1.675489;-0.242923;-10.303743;0.039871;0.046567;-0.022979;558.243000;48.066600;11.644100
32.023100;-1.698868;-0.245090;-10.304652;0.040277;0.035204;-0.022523;558.243000;48.066600;11.644100
32.043100;-1.682900;-0.248284;-10.309662;0.039465;0.039668;-0.018870;558.243000;48.066600;11.644100
32.063100;-1.666933;-0.251477;-10.314671;0.038654;0.044132;-0.015218;558.243000;48.066600;11.644100
32.083100;-1.650965;-0.254670;-10.319681;0.037842;0.048596;-0.011566;558.243000;48.066600;11.644100
32.103100;-1.634998;-0.257864;-10.324690;0.037031;0.053060;-0.007913;558.243000;48.066600;11.644100
32.123100;-1.619030;-0.261057;-10.329700;0.036219;0.057524;-0.004261;558.243000;48.066600;11.644100
32.143100;-1.642752;-0.261513;-10.314652;0.037234;0.055089;-0.002232;558.243000;48.066600;11.644100
32.163100;-1.666474;-0.261969;-10.299605;0.038248;0.052655;-0.000203;558.243000;48.066600;11.644100
32.183100;-1.690196;-0.262426;-10.284557;0.039263;0.050220;0.001826;558.243000;48.066600;11.644100
32.203100;-1.713918;-0.262882;-10.269510;0.040277;0.047785;0.003855;558.243000;48.066600;11.644100
32.223100;-1.737640;-0.263338;-10.254462;0.041292;0.045350;0.005884;558.243000;48.066600;11.644100
32.243100;-1.742886;-0.272348;-10.250014;0.039719;0.046263;0.005174;558.243000;48.066600;11.644100
32.263100;-1.741973;-0.284209;-10.249100;0.037284;0.048292;0.003551;558.243000;48.066600;11.644100
32.283100;-1.741061;-0.296070;-10.248186;0.034849;0.050321;0.001928;558.243000;48.066600;11.644100
32.303100;-1.740149;-0.307931;-10.247271;0.032414;0.052350;0.000304;558.243000;48.066600;11.644100
32.323100;-1.739236;-0.319792;-10.246357;0.029980;0.054379;-0.001319;558.243000;48.066600;11.644100
32.343100;-1.733762;-0.306107;-10.310452;0.027950;0.058742;-0.000812;558.243000;48.066600;11.644100
32.363100;-1.723726;-0.266874;-10.439557;0.026327;0.065438;0.001826;558.243000;48.066600;11.644100
32.383100;-1.713690;-0.227641;-10.568662;0.024704;0.072134;0.004464;558.243000;48.066600;11.644100
32.403100;-1.703653;-0.188408;-10.697767;0.023081;0.078830;0.007102;558.243000;48.066600;11.644100
32.423100;-1.693617;-0.149176;-10.826871;0.021457;0.085526;0.009740;558.243000;48.066600;11.644100
32.443100;-1.685178;-0.121576;-10.884924;0.020899;0.088721;0.011058;557.996952;48.066595;11.644100
32.463100;-1.681528;-0.128875;-10.729819;0.023537;0.081417;0.008421;557.012762;48.066576;11.644100
32.483100;-1.677879;-0.136174;-10.574714;0.026175;0.074112;0.005783;556.028571;48.066557;11.644100
32.503100;-1.674229;-0.143473;-10.419610;0.028813;0.066807;0.003145;555.044381;48.066538;11.644100
32.523100;-1.670580;-0.150772;-10.264505;0.031451;0.059503;0.000507;554.060190;48.066519;11.644100
32.543100;-1.666930;-0.158071;-10.109400;0.034089;0.052198;-0.002131;553.076000;48.066500;11.644100
32.563100;-1.671492;-0.189549;-10.152276;0.035509;0.055850;-0.003957;553.076000;48.066500;11.644100
32.583100;-1.676054;-0.221026;-10.195152;0.036929;0.059503;-0.005783;553.076000;48.066500;11.644100
32.603100;-1.680616;-0.252504;-10.238029;0.038350;0.063155;-0.007609;553.076000;48.066500;11.644100
32.623100;-1.685178;-0.283981;-10.280905;0.039770;0.066807;-0.009435;553.076000;48.066500;11.644100
32.643100;-1.689740;-0.315459;-10.323781;0.041190;0.070460;-0.011261;553.076000;48.066500;11.644100
32.663100;-1.703197;-0.321617;-10.344086;0.039110;0.064829;-0.009740;553.076000;48.066500;11.644100
32.683100;-1.719620;-0.319336;-10.356867;0.035864;0.056104;-0.007102;553.076000;48.066500;11.644100
32.703100;-1.736043;-0.317055;-10.369648;0.032617;0.047379;-0.004464;553.076000;48.066500;11.644100
32.723100;-1.752466;-0.314774;-10.382429;0.029371;0.038654;-0.001826;553.076000;48.066500;11.644100
32.743100;-1.768889;-0.312493;-10.395210;0.026124;0.029929;0.000812;553.076000;48.066500;11.644100
32.763100;-1.783944;-0.312493;-10.398857;0.024603;0.027291;0.002131;553.076000;48.066500;11.644100
32.783100;-1.797631;-0.314774;-10.393371;0.024805;0.030740;0.002131;553.076000;48.066500;11.644100
32.803100;-1.811319;-0.317055;-10.387886;0.025008;0.034190;0.002131;553.076000;48.066500;11.644100
32.823100;-1.825007;-0.319336;-10.382400;0.025211;0.037639;0.002131;553.076000;48.066500;11.644100
32.843100;-1.838694;-0.321617;-10.376914;0.025414;0.041089;0.002131;553.076000;48.066500;11.644100
32.863100;-1.843828;-0.321389;-10.368010;0.025972;0.042661;0.001877;553.076000;48.066500;11.644100
32.883100;-1.823298;-0.313634;-10.348848;0.027595;0.038603;0.000862;553.076000;48.066500;11.644100
32.903100;-1.802769;-0.305878;-10.329686;0.029219;0.034545;-0.000152;553.076000;48.066500;11.644100
32.923100;-1.782239;-0.298123;-10.310524;0.030842;0.030487;-0.001167;553.076000;48.066500;11.644100
32.943100;-1.761710;-0.290367;-10.291362;0.032465;0.026429;-0.002181;553.076000;48.066500;11.644100
32.963100;-1.741180;-0.282612;-10.272200;0.034088;0.022371;-0.003196;553.076000;48.066500;11.644100
32.983100;-1.739810;-0.263452;-10.297305;0.033683;0.023588;-0.002384;553.076000;48.066500;11.644100
33.003100;-1.738441;-0.244292;-10.322410;0.033277;0.024805;-0.001573;553.076000;48.066500;11.644100
33.023100;-1.737071;-0.225131;-10.347514;0.032871;0.026023;-0.000761;553.076000;48.066500;11.644100
33.043100;-1.735702;-0.205971;-10.372619;0.032465;0.027240;0.000051;553.076000;48.066500;11.644100
33.063100;-1.734332;-0.186811;-10.397724;0.032059;0.028458;0.000862;553.076000;48.066500;11.644100
